SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
WEST RAJASTHAN,1960,Actual,0.2,0,3,0.2,1.6,25.1,102.3,76.1,3.2,0,0,6.1,217.8,0.2,4.9,206.7,6.1
WEST RAJASTHAN,1960,Percentage departure,-94.6,-100,-19.9,-94.3,-82.6,-12.4,8.4,-18.5,-91.8,-100,-100,204.7,-24.6,-97.8,-70.4,-19,-32.4
WEST RAJASTHAN,1960,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1961,Actual,5.2,12.5,0.2,5.6,6.5,102.8,72.2,66.5,123.9,2,1.1,1.8,400.3,17.7,12.2,365.5,4.9
WEST RAJASTHAN,1961,Percentage departure,54.7,159.5,-95.9,68.8,-30.7,258,-23.5,-28.7,220.5,-62.5,-34.7,-7.9,38.6,116.3,-25.8,43.2,-45
WEST RAJASTHAN,1961,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1962,Actual,0.8,0.2,7.8,2.3,2.1,3.3,126.5,62.1,55,0,0.2,2.1,262.5,1,12.3,247,2.3
WEST RAJASTHAN,1962,Percentage departure,-77.6,-94.9,106,-29.8,-77.5,-88.5,34,-33.5,42.4,-100,-86.2,4.6,-9.1,-87.8,-25.5,-3.2,-74.1
WEST RAJASTHAN,1962,No. of districts,10,10,10,10,10,10,10,10,10,9,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1963,Actual,0.1,0.6,5.7,1.5,3.3,6.3,23.3,96.4,27,4.9,5.1,0.3,174.5,0.7,10.5,153,10.3
WEST RAJASTHAN,1963,Percentage departure,-96.6,-87.4,48.9,-54.9,-64.5,-78,-75.4,3.3,-30.1,-7.2,192.7,-82.5,-39.6,-91.2,-36.3,-40,14.8
WEST RAJASTHAN,1963,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1964,Actual,0.6,0.3,0.5,0.4,13.7,25.4,138.9,140.5,16.4,0.1,0,0.6,337.3,0.9,14.6,321.2,0.7
WEST RAJASTHAN,1964,Percentage departure,-82,-93.7,-87.2,-89,46.7,-11.4,47.1,50.4,-57.6,-98.3,-97.3,-71.9,16.8,-88.9,-11.5,25.9,-92.3
WEST RAJASTHAN,1964,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1965,Actual,3.6,1.3,3.2,2.7,7.1,6,128,52,7.8,3.4,0.1,0,215.3,4.9,13,193.9,3.5
WEST RAJASTHAN,1965,Percentage departure,7.4,-73.8,-17,-17.7,-24.1,-79.1,35.7,-44.3,-79.7,-34.6,-93.8,-100,-25.4,-40.4,-21.1,-24,-60.5
WEST RAJASTHAN,1965,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1966,Actual,0.1,11.4,1.5,0.1,11.7,34.9,51.3,91.5,48.3,1.8,0.3,0,252.9,11.5,13.2,226,2.2
WEST RAJASTHAN,1966,Percentage departure,-96.9,136.7,-61.6,-96.3,24.8,21.5,-45.6,-2,24.9,-65.5,-80,-100,-12.4,40.5,-19.5,-11.4,-76
WEST RAJASTHAN,1966,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1967,Actual,0,0,59,2.1,2,25.2,63.1,96,64.2,3.3,3.7,21.7,340.3,0,63.2,248.5,28.7
WEST RAJASTHAN,1967,Percentage departure,-100,-100,1452.2,-35.3,-78.4,-12.2,-33.2,2.8,66.1,-36.4,112.6,991.5,17.9,-100,284.3,-2.6,220.3
WEST RAJASTHAN,1967,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1968,Actual,2.9,6.2,2.9,0,7,0.4,96.8,24.5,0.6,0.7,0,0,142.2,9.1,9.9,122.4,0.7
WEST RAJASTHAN,1968,Percentage departure,-13.5,28.5,-22.7,-99.1,-25.5,-98.6,2.6,-73.7,-98.5,-85.8,-100,-100,-50.8,11.2,-39.6,-52,-91.7
WEST RAJASTHAN,1968,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1969,Actual,1,1.2,1.1,1,2.7,3,48.8,43.5,15.5,1,0.1,0,119,2.2,4.8,110.8,1.1
WEST RAJASTHAN,1969,Percentage departure,-70.7,-74.2,-72.3,-68.7,-70.7,-89.5,-48.3,-53.4,-60,-80.3,-94.4,-100,-58.8,-72.7,-70.7,-56.6,-87.4
WEST RAJASTHAN,1969,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1970,Actual,4.5,18.4,2.3,0.2,3.9,32.9,63,162.8,67.5,0.2,0,0,355.7,22.9,6.4,326.2,0.2
WEST RAJASTHAN,1970,Percentage departure,33.2,282.4,-40,-94.8,-58.3,14.4,-33.3,74.4,74.6,-95.8,-100,-100,23.2,179.7,-61.4,27.8,-97.5
WEST RAJASTHAN,1970,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1971,Actual,3.4,0.4,0.2,1.1,23.9,69.9,83.7,46.4,20.5,2.2,0,0,251.5,3.8,25.1,220.4,2.2
WEST RAJASTHAN,1971,Percentage departure,0.9,-92.3,-95.3,-68.1,155.5,143.2,-11.3,-50.3,-47,-58.1,-100,-100,-12.9,-53.9,52.6,-13.6,-75.5
WEST RAJASTHAN,1971,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1972,Actual,1.1,0.8,0,2.4,1.4,35,39.1,102.4,2.2,0.5,0.6,0.4,185.9,1.9,3.8,178.7,1.5
WEST RAJASTHAN,1972,Percentage departure,-67.9,-83.4,-99.2,-27,-85.5,21.8,-58.5,9.6,-94.3,-89.8,-66.7,-78.9,-35.6,-77,-76.9,-30,-82.9
WEST RAJASTHAN,1972,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1973,Actual,0.6,0.4,0,0,10.9,15.8,64.8,311.3,48.8,0.4,0,1.8,454.8,0.9,10.9,440.8,2.2
WEST RAJASTHAN,1973,Percentage departure,-83.6,-92,-99.3,-100,16.6,-44.9,-31.3,233.4,26.3,-92.6,-100,-9.6,57.5,-88.5,-33.6,72.8,-75.6
WEST RAJASTHAN,1973,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1974,Actual,0,0,0,1,23,21.2,87.1,18.5,6,6.7,0,0.8,164.3,0,24,132.8,7.5
WEST RAJASTHAN,1974,Percentage departure,-100,NA,-99.6,-69.7,145.8,-26.2,-7.7,-80.2,-84.5,27.4,-100,-57.7,-43.1,NA,45.8,-48,-16.1
WEST RAJASTHAN,1974,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1975,Actual,1.1,0.3,0.8,0.1,2.7,56.8,184.6,145.6,135.2,26.2,0,0.5,553.8,1.3,3.6,522.2,26.7
WEST RAJASTHAN,1975,Percentage departure,-68.1,-94.4,-77.9,-98.1,-70.8,97.9,95.6,55.9,249.7,399.7,-100,-75.5,91.8,-83.6,-77.9,104.7,197.7
WEST RAJASTHAN,1975,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1976,Actual,4.2,4.7,0.4,2,10.2,39.7,93.6,163.7,93.4,0.1,13.1,0,425.2,9,12.6,390.4,13.3
WEST RAJASTHAN,1976,Percentage departure,25.6,-1.8,-89,-40.7,9.3,38.2,-0.9,75.3,141.6,-98.2,658.5,-99.2,47.3,9.5,-23.5,53,48
WEST RAJASTHAN,1976,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1977,Actual,8.1,0.6,0.1,4.9,11.7,91.4,146.4,51.1,73.6,0.2,0.7,0.4,389.4,8.7,16.7,362.6,1.4
WEST RAJASTHAN,1977,Percentage departure,139.7,-86.8,-96.2,48.2,24.7,218.3,55.1,-45.3,90.5,-96.1,-58,-78.9,34.8,6.5,1.5,42.1,-84.9
WEST RAJASTHAN,1977,No. of districts,10,10,10,10,10,10,7,9,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1978,Actual,0.1,11.6,4.4,5.3,0,32.6,215.4,74.2,23.4,1.4,10.5,0.7,379.7,11.7,9.7,345.6,12.6
WEST RAJASTHAN,1978,Percentage departure,-97.4,141.6,16.1,59.9,-100,13.4,128.3,-20.5,-39.5,-73.9,508.5,-64.1,31.5,43.1,-41,35.5,40.9
WEST RAJASTHAN,1978,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1979,Actual,2.9,25.5,1.7,0.7,31.6,19,118.6,71.9,16.7,10.6,7.5,1.7,308.2,28.4,34,226.1,19.7
WEST RAJASTHAN,1979,Percentage departure,-14,428.2,-55.1,-78.4,238.2,-34,25.6,-23,-56.7,101.8,331.2,-15.7,6.8,246,106.8,-11.4,120.1
WEST RAJASTHAN,1979,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1980,Actual,0.4,0.1,5.4,0.4,6.2,39.6,129.7,22.9,14.6,3.8,2,13.2,238.4,0.5,12.1,206.8,19
WEST RAJASTHAN,1980,Percentage departure,-87.8,-97.8,43,-86.8,-33.5,37.7,37.4,-75.4,-62.2,-28.2,18.1,565.3,-17.4,-93.7,-26.5,-18.9,112.4
WEST RAJASTHAN,1980,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1981,Actual,5.3,2.6,7.3,0,9.2,15.3,108.9,40.5,22.6,0.2,34.8,1.8,248.5,7.9,16.6,187.3,36.8
WEST RAJASTHAN,1981,Percentage departure,56.8,-46.9,92.8,-99.3,-1.2,-46.9,15.4,-56.6,-41.5,-96.3,1907.5,-8.7,-13.9,-4.2,0.9,-26.6,310.7
WEST RAJASTHAN,1981,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1982,Actual,11.3,4,12.3,27.7,41.3,17.7,77,100.6,7.7,7.3,3.5,1.4,311.8,15.4,81.3,202.9,12.2
WEST RAJASTHAN,1982,Percentage departure,235.9,-16.3,222.5,740.2,341.8,-38.3,-18.5,7.7,-80.2,39.4,100.5,-27.4,8,87.6,394.2,-20.5,36.4
WEST RAJASTHAN,1982,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1983,Actual,2.8,0.8,2.1,36.1,37.3,33.4,183.8,111.4,51.6,10,0,0,469.3,3.6,75.5,380.1,10.1
WEST RAJASTHAN,1983,Percentage departure,-17.1,-84.4,-44.4,993.9,299.4,16.3,94.7,19.3,33.4,91.6,-100,-99,62.5,-56.7,359.2,49,12.3
WEST RAJASTHAN,1983,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1984,Actual,0.1,2.8,0.1,1.1,0,8.7,50.4,85.3,54.5,0.1,0.2,0,203.2,2.8,1.2,198.9,0.2
WEST RAJASTHAN,1984,Percentage departure,-97.9,-42.9,-96.8,-66.1,NA,-69.6,-46.6,-8.7,41.1,-98.9,-90.1,-100,-29.6,-65.5,-92.4,-22,-97.4
WEST RAJASTHAN,1984,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1985,Actual,0.3,0,0.6,8.9,10.9,12.3,97.6,55.2,4.2,4.2,0.3,2.8,197.4,0.4,20.4,169.3,7.3
WEST RAJASTHAN,1985,Percentage departure,-90.3,-99.3,-84.6,171,16.3,-57.2,3.4,-40.9,-89,-19.4,-85.1,40.4,-31.6,-95.6,24,-33.6,-18.9
WEST RAJASTHAN,1985,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1986,Actual,0.5,10.4,2.4,0.3,26,20.5,95.1,44.9,3.5,0.5,0,0.1,204.2,10.9,28.7,164,0.6
WEST RAJASTHAN,1986,Percentage departure,-84.6,114.8,-36.4,-90.5,178.3,-28.5,0.8,-51.9,-91,-89.7,-100,-96.9,-29.3,32.7,74.7,-35.7,-93.3
WEST RAJASTHAN,1986,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1987,Actual,6.7,0.5,5.7,0.9,34.8,36.7,22.9,29.3,1.8,0.6,0,3.1,143,7.2,41.5,90.7,3.6
WEST RAJASTHAN,1987,Percentage departure,97,-88.8,50.9,-71.4,272.9,27.8,-75.7,-68.6,-95.4,-88.8,-100,53.6,-50.5,-12.2,152.4,-64.4,-59.4
WEST RAJASTHAN,1987,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1988,Actual,0.8,0.5,6.9,3.2,0.6,32.1,112.6,73.1,46.8,3.7,0,0.1,280.4,1.3,10.6,264.7,3.8
WEST RAJASTHAN,1988,Percentage departure,-75.4,-90.6,80.9,-3.9,-93.7,11.8,19.3,-21.7,21,-28.6,-97.9,-97.3,-2.9,-84.3,-35.3,3.7,-57.3
WEST RAJASTHAN,1988,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1989,Actual,8.6,0,1.3,1,0.2,25.8,81,109.1,20.3,0.2,0.2,0.5,248.1,8.6,2.4,236.2,0.9
WEST RAJASTHAN,1989,Percentage departure,153.6,-99.8,-65.3,-71,-98.4,-10.2,-14.2,16.8,-47.5,-96.8,-86.8,-75.6,-14.1,4.6,-85.2,-7.4,-90.2
WEST RAJASTHAN,1989,No. of districts,10,10,10,10,10,10,10,10,10,10,9,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1990,Actual,0,25.2,0.2,1.4,17.7,19.6,164.4,169.2,42.9,2.5,1.1,0.8,445,25.2,19.2,396.1,4.4
WEST RAJASTHAN,1990,Percentage departure,-99.8,422.6,-95.7,-57.5,89.2,-31.8,74.2,81.2,11,-51.8,-37.7,-59.8,54.1,207.5,17,55.3,-50.8
WEST RAJASTHAN,1990,No. of districts,10,9,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1991,Actual,0.2,4,0,13.6,7,19.3,60.6,55.5,17.1,0.1,0.1,1.6,179,4.2,20.7,152.4,1.8
WEST RAJASTHAN,1991,Percentage departure,-95.6,-16.4,-98.8,312.4,-24.9,-33,-35.8,-40.6,-55.9,-97.5,-97,-21,-38,-49,25.7,-40.3,-80.4
WEST RAJASTHAN,1991,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1992,Actual,9.6,7.4,1.3,0.7,5.5,8.1,126.2,117.2,143.4,5.4,0.9,0.1,425.8,17,7.5,394.9,6.4
WEST RAJASTHAN,1992,Percentage departure,184.8,52.6,-67.1,-77.9,-41.4,-71.7,33.7,25.6,271,3.2,-49.4,-93,47.5,107.1,-54.7,54.8,-28.3
WEST RAJASTHAN,1992,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1993,Actual,2.2,3.3,2,3,5.9,48.6,172.1,6.8,47.9,1.5,0.2,0,293.5,5.4,10.9,275.4,1.7
WEST RAJASTHAN,1993,Percentage departure,-36.2,-31.8,-48.4,-8.2,-36.9,69.2,82.4,-92.7,23.9,-71.2,-88.3,-99.3,1.6,-33.6,-33.8,7.9,-80.7
WEST RAJASTHAN,1993,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1994,Actual,10.7,0.3,0.4,9.9,2.7,31.9,188.5,100.6,70.4,0,0,0,415.5,11,13,391.4,0
WEST RAJASTHAN,1994,Percentage departure,216.1,-93.5,-89.7,200.7,-70.8,11,99.7,7.7,82.1,-99.3,-99.8,-100,43.9,34,-20.7,53.4,-99.6
WEST RAJASTHAN,1994,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1995,Actual,8.2,8,2.2,3,1.3,18.8,194.8,101.6,16.3,13.6,0,0,367.9,16.3,6.6,331.5,13.6
WEST RAJASTHAN,1995,Percentage departure,143.8,66.4,-41.7,-8.5,-85.8,-34.5,106.4,8.8,-57.9,159.8,-100,-100,27.4,98.2,-60.1,29.9,52
WEST RAJASTHAN,1995,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1996,Actual,2.2,3.2,2.5,2.3,22,143.2,47.6,64.2,16.9,3.7,0,0,307.9,5.4,26.8,271.9,3.8
WEST RAJASTHAN,1996,Percentage departure,-33.7,-34,-35.2,-29.9,135.3,398.6,-49.6,-31.2,-56.2,-28.9,-98.3,-100,6.6,-33.9,62.7,6.6,-58.1
WEST RAJASTHAN,1996,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1997,Actual,1.1,0.2,5.5,10.6,20.3,65.9,56.4,103.9,20.6,51.5,3.6,5.6,345.1,1.3,36.4,246.7,60.7
WEST RAJASTHAN,1997,Percentage departure,-67.2,-95.2,45.4,221.2,117.4,129.3,-40.3,11.3,-46.8,884.1,105.7,181.5,19.5,-83.6,121.6,-3.3,577.7
WEST RAJASTHAN,1997,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1998,Actual,0,8.7,4.5,5.6,0.9,51.1,55,32.5,63,58.2,0.1,0,279.6,8.7,11,201.6,58.3
WEST RAJASTHAN,1998,Percentage departure,-98.8,80,19.1,68.5,-89.9,77.9,-41.7,-65.2,63,1011,-93.8,-100,-3.2,6.4,-32.9,-21,550.9
WEST RAJASTHAN,1998,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,1999,Actual,6.4,3.1,0.2,0,39.3,23.8,55.9,61.5,6.5,7.6,0,0,204.3,9.5,39.6,147.6,7.6
WEST RAJASTHAN,1999,Percentage departure,89.5,-36.4,-93.5,-100,321,-17.3,-40.7,-34.2,-83.3,44.7,-100,-100,-29.3,15.5,140.7,-42.1,-15.4
WEST RAJASTHAN,1999,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,2000,Actual,0.5,0.5,0.3,3.1,4.3,8.2,171.6,39.6,5.7,1.1,0.5,0,235.3,1,7.7,225.1,1.5
WEST RAJASTHAN,2000,Percentage departure,-84.3,-89.8,-91.4,-5.6,-54.4,-71.6,81.8,-57.6,-85.2,-79.5,-73.8,-100,-18.5,-87.5,-53.1,-11.8,-82.9
WEST RAJASTHAN,2000,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,2001,Actual,0.5,1.1,0.1,9.5,23.8,48.6,122.9,68.7,2.8,7.3,0,0,285.3,1.5,33.4,243.1,7.3
WEST RAJASTHAN,2001,Percentage departure,-85.5,-78.1,-98,189.3,154.8,69.3,30.3,-26.5,-92.6,38.5,-100,-100,-1.2,-81.1,103.2,-4.7,-19
WEST RAJASTHAN,2001,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,2002,Actual,0.3,2.6,1,1.4,11.2,26.9,2.4,17.2,20.6,0.1,2.5,6,92.4,3,13.7,67.2,8.6
WEST RAJASTHAN,2002,Percentage departure,-90.4,-45.2,-73.2,-57.4,20.2,-6.2,-97.5,-81.5,-46.6,-97.7,42,201.6,-68,-63.8,-17,-73.7,-4.3
WEST RAJASTHAN,2002,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,2003,Actual,2.5,21.2,0.8,0.4,1.8,45.2,188.4,93.6,13.9,0.2,0,0.1,368.1,23.7,3,341.1,0.3
WEST RAJASTHAN,2003,Percentage departure,-27.4,340.7,-79,-89.2,-80.7,57.3,99.6,0.2,-64,-96.1,-99.5,-94.2,27.5,189.1,-82,33.7,-96.3
WEST RAJASTHAN,2003,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,2004,Actual,2.4,0,0,4.8,6,33.5,26.9,94.3,8.6,18.7,0,1.6,196.7,2.4,10.8,163.3,20.3
WEST RAJASTHAN,2004,Percentage departure,-29.9,NA,-100,44.5,-35.9,16.6,-71.5,1,-77.7,257.5,-100,-21.1,-31.9,-71.1,-34.6,-36,126.6
WEST RAJASTHAN,2004,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,2005,Actual,1.4,14.2,8.7,6.3,14.5,29.2,86.1,24.3,75.8,0,0.1,0,260.8,15.6,29.6,215.4,0.1
WEST RAJASTHAN,2005,Percentage departure,-57.5,194.2,129.8,90.4,55.5,1.8,-8.8,-74,96.2,-100,-91.6,-100,-9.7,90.5,79.7,-15.6,-98.4
WEST RAJASTHAN,2005,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,2006,Actual,0,0,16.9,3.4,8.3,36.9,52.7,203.6,31.3,5.3,0.4,2.5,361.3,0,28.6,324.4,8.3
WEST RAJASTHAN,2006,Percentage departure,-100,-100,343.8,4.1,-11.3,28.5,-44.2,118,-19.1,2.1,-74.9,28,25.1,-100,73.9,27.1,-7
WEST RAJASTHAN,2006,No. of districts,9,9,9,9,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA
WEST RAJASTHAN,2007,Actual,0,34.9,22,2.3,3.8,41.2,90.5,69.4,45.6,0,0.1,0.9,310.8,35,28.1,246.7,1
WEST RAJASTHAN,2007,Percentage departure,-98.9,624.5,478.6,-30.1,-59.5,43.5,-4.2,-25.7,18.1,-100,-96.4,-52.3,7.6,326.5,70.9,-3.3,-88.7
WEST RAJASTHAN,2007,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,2008,Actual,1.6,0.2,0.8,18.2,24.7,56.1,57.1,133.3,23,0.4,0.4,8.3,324.1,1.8,43.6,269.5,9.1
WEST RAJASTHAN,2008,Percentage departure,-52.4,-95.1,-78.8,450.5,164,95.4,-39.6,42.7,-40.4,-92.5,-77.7,320.1,12.2,-77.5,165.3,5.6,1.9
WEST RAJASTHAN,2008,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,2009,Actual,2.9,2.8,5.3,1.6,7.6,26.1,79.1,27.1,7.5,0.3,0.1,0.1,160.4,5.7,14.5,139.8,0.5
WEST RAJASTHAN,2009,Percentage departure,-15.5,-40.9,38.9,-52.8,-18.5,-9.1,-16.1,-71,-80.6,-94.8,-94.9,-94.5,-44.4,-30.5,-12.1,-45.2,-94.7
WEST RAJASTHAN,2009,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,2010,Actual,1.9,1.7,0.6,0.6,3,49.5,129.9,163.4,96.5,0.9,20.1,5.2,473.2,3.6,4.1,439.2,26.2
WEST RAJASTHAN,2010,Percentage departure,-44.3,-63.7,-84,-83.1,-68.2,72.3,37.6,74.9,149.6,-82.7,1061.6,160.8,63.9,-55.7,-74.9,72.1,192.6
WEST RAJASTHAN,2010,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,2011,Actual,0,11.8,1.5,1.5,7.8,24.4,88.5,166.8,116.3,0.1,0,0,418.7,11.8,10.7,396.1,0.1
WEST RAJASTHAN,2011,Percentage departure,-100,145,-61.8,-55.4,-16.6,-14.9,-6.2,78.7,200.8,-97.5,-100,-100,45,44.1,-34.9,55.2,-98.5
WEST RAJASTHAN,2011,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,2012,Actual,0.5,0,0,9.5,10.4,5.3,40.4,166.7,92,1.9,0,0.6,327.3,0.5,19.9,304.3,2.5
WEST RAJASTHAN,2012,Percentage departure,-85.6,-100,-100,188.7,11.4,-81.6,-57.2,78.5,138,-63.8,-99.6,-68.4,13.3,-94.1,21.2,19.3,-71.7
WEST RAJASTHAN,2012,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,2013,Actual,8.6,21.8,4.2,3.1,1.7,37.6,104.5,138.2,58.7,10.1,1,0,389.4,30.4,8.9,339,11.1
WEST RAJASTHAN,2013,Percentage departure,155.9,351.3,9.7,-6.8,-82.3,30.8,10.7,48,51.8,93.8,-43.5,-100,34.9,270.8,-45.9,32.9,24.3
WEST RAJASTHAN,2013,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,2014,Actual,0.8,2.2,4.7,8.4,23,13.8,94.3,69.6,84.9,0.5,0.2,0,302.4,3,36,262.6,0.7
WEST RAJASTHAN,2014,Percentage departure,-76.5,-54.9,22.5,155.3,145.7,-51.8,-0.1,-25.4,119.6,-90.2,-88.4,-100,4.7,-63.8,119.1,2.9,-92
WEST RAJASTHAN,2014,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST RAJASTHAN,2015,Actual,1.4,0.9,30.3,25.2,15.5,53.2,234.6,60.5,35.7,1.1,0.1,0,458.4,2.3,71,384,1.2
WEST RAJASTHAN,2015,Percentage departure,-59.5,-81.2,696.8,664.6,65.6,85.1,148.6,-35.2,-7.6,-78.8,-96.7,-100,58.8,-72.3,331.8,50.5,-87
WEST RAJASTHAN,2015,No. of districts,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA
WEST UTTAR PRADESH,1901-2015,Mean,17.4,17.6,11.1,6.2,12.4,76.9,249.2,254.6,149.9,29.3,4.1,7.1,835.9,35.1,29.7,730.6,40.6
WEST UTTAR PRADESH,1901-2015,Standard deviation,15.7,19.7,13.5,10.1,11.6,54.4,85.1,95.6,88.5,45.4,7.3,9.9,184.5,25.0,22.3,172.6,45.9
WEST UTTAR PRADESH,1901-2015,Coefficient of variation,90.5,111.8,121.6,163.4,93.3,70.7,34.1,37.5,59.0,155.1,178.9,140.1,22.1,71.3,75.2,23.6,113.0
WEST UTTAR PRADESH,1901,Actual,51.4,25.6,9.5,0.7,5.6,23.8,201.9,374.3,67.7,7.6,0,7.9,775.9,76.9,15.8,667.7,15.4
WEST UTTAR PRADESH,1901,Percentage departure,195.2,44.9,-14.6,-88.3,-55.1,-69.1,-19,47,-54.8,-74.2,-100,9.9,-7.2,119.5,-46.9,-8.6,-62
WEST UTTAR PRADESH,1901,No. of districts,28,28,27,28,28,28,28,28,28,28,28,28,NA,NA,NA,NA,NA
WEST UTTAR PRADESH,1902,Actual,4.6,4.6,0.6,4.8,7.2,54.5,325.9,180.6,143.1,9.6,0.9,0.2,736.6,9.2,12.7,704.1,10.6
